source_cluster,destination_cluster,hour, count, passengers, fare, trip time, trip distance, JFK trips, credit payments, cash payments
13,3,6,2,1,114.03,28,20.02,0,0.5,0.5
10,11,15,1,1,84.05,84,20.6,0,0,1
1,12,3,2,1,21.8,13,6.53,0,1,0
13,3,22,2,1,25.55,18.5,8.15,0,0,1
7,25,3,2,3.5,40.82,23.5,13.02,0,0,1
7,8,0,3,1,68.77,45.33,20.27,0,0.67,0
3,23,16,4,1.25,80.71,56,12.56,0.75,1,0
20,12,5,5,1,27.7,16.6,8.8,0,0.4,0.6
8,29,10,1,2,16.3,13,4.8,0,0,1
29,28,17,2,1.5,64.93,49.5,17.19,0,0.5,0.5
12,18,17,1,1,15.8,18,2.2,0,1,0
12,25,22,1,1,14.3,10,2.74,0,1,0
29,26,2,1,1,16.8,9,2.6,0,1,0
3,13,11,5,1,12.9,12.2,3.58,0,0,1
21,16,20,2,1.5,90.2,19,14.25,0,0,0.5
28,29,23,1,1,74.84,46,20.9,0,1,0
12,21,8,2,1,59.68,28.5,15.82,0,0.5,0.5
11,25,22,1,1,14.76,12,2.7,0,1,0
29,13,19,1,5,7.3,1,1.3,0,0,1
29,2,10,2,3,41.16,34.5,10.55,0.5,1,0
5,22,6,8,1.5,60.26,37.13,16.96,0,0.63,0.38
5,13,6,93,1.84,66.74,30.29,15.62,0.96,0.91,0.09
9,1,23,6,1.5,50.42,31.83,17.98,0,0.67,0.17
1,26,13,3,1,7.99,6,1.11,0,0.33,0.33
18,17,3,2,1,55.12,23,14.8,0,0.5,0.5
11,8,13,1,1,8.76,5,1.2,0,1,0
23,11,19,1,4,52.05,33,7.16,0,0,1
1,25,0,1,1,22.3,23,5.4,0,1,0
15,27,14,3,2.33,183.85,93.67,41.93,0,0.67,0.33
28,7,13,6,1.33,39.86,36.67,7.97,0,1,0
21,6,15,9,1.78,55.75,29.67,13.07,0,0.44,0.56
10,6,1,3,1,47.12,35.33,14.52,0,0.33,0.67
13,3,16,5,1.6,26.62,19.6,7.51,0,0.2,0.8
21,2,4,4,1,40.12,21,10.88,0,0.75,0.25
18,13,8,14,1.86,62.57,45.71,18.05,0.79,0.57,0.43
10,25,13,6,2.33,40.14,29.33,12.67,0,0.17,0.83
9,21,23,19,2.27,19.62,12.16,4.95,0,0.37,0.63
23,11,22,3,1,81.41,30,16.1,0,1,0
13,29,21,2,1,124.52,37.5,24.06,0,0.5,0.5
23,17,18,1,1,72.88,45,22.1,0,0,1
26,5,22,1,1,16.56,14,3,0,1,0
25,25,18,1,1,11.3,11,1.6,0,0,1
3,4,7,1,1,25.34,15,6.15,0,0,1
14,18,0,1,1,0.3,56,30,0,0,0
26,18,7,1,3,19.56,19,3.26,0,1,0
5,26,20,14,1.64,92.85,46.14,21.84,0,0.71,0.29
28,25,4,5,1.2,34,20.2,11.24,0,0.4,0.6
5,16,11,2,1,51.09,39.5,14.05,0,0,1
10,8,2,5,1.2,78.52,37.6,19.29,0,0.6,0.4
26,22,6,1,1,22.56,18,4.8,0,1,0
8,3,7,1,1,8.8,6,1.99,0,0,1
17,17,0,5,1,51.44,12.4,12.72,0,0.8,0.2
7,6,4,1,1,57.38,43,18.49,0,0,1
20,2,9,7,2.57,40.13,33.71,11.86,0,0.86,0.14
4,11,14,1,1,32.76,40,4.6,0,1,0
14,14,15,7,1.14,5.73,0.57,6.6,0,0,0
2,1,17,3,2.33,68.87,72.67,18.6,0,0,1
2,11,22,2,1,69.32,39,14.78,0,1,0
22,25,22,1,1,8.3,4,1.72,0,0,1
18,11,2,2,1.5,180.36,30,21.14,0,1,0
21,3,3,14,1.43,36.39,20.36,11.4,0,0.57,0.43
28,12,21,9,1.67,45.99,36.22,12.84,0,0.33,0.67
18,4,9,4,3.25,82.06,38.5,18.37,0,1,0
13,15,6,3,3.33,30.49,7.67,4.87,0.33,0.33,0.67
9,27,10,1,2,141.11,48,17.45,0,1,0
9,13,12,1,2,10.3,216,43.51,0,0,1
23,22,18,1,1,68.84,43,19.55,0,1,0
12,21,9,3,2.67,90.79,33,20.9,0,0.67,0.33
3,8,3,1,1,29.75,12,8.1,0,1,0
10,4,11,2,1,90.69,54,26.18,0,1,0
2,8,3,3,1.33,78.2,30.67,18.06,0,0.67,0.33
20,21,17,10,1.7,51.57,31.5,11.28,0,0.7,0.3
11,22,7,1,1,19.56,23,2.1,0,1,0
18,13,0,7,1,54.95,35.29,15.06,0,0.86,0.14
7,23,19,5,2.6,44.62,29.2,9.29,0.4,0.8,0.2
4,5,21,1,1,9.36,6,1,0,1,0
21,27,12,2,1.5,136.79,42,21.02,0,1,0
7,28,13,2,1,44.05,30,9.5,0,1,0
5,26,18,4,1.25,80.28,74,22.52,0,0.5,0.5
20,22,1,2,1,37.32,20.5,11.66,0,0,1
29,9,4,3,2.33,7.63,4.67,1.35,0,0,1
20,21,8,18,1.83,43.27,25.56,9.7,0,0.83,0.17
21,14,7,1,5,48.5,22,12.78,0,1,0
8,25,13,1,1,0.3,1,0.7,0,0,1
11,12,8,1,1,28.99,19,5.9,0,1,0
7,17,2,1,1,33.8,33,10.1,0,0,1
18,26,22,3,1.33,100.02,34.33,20.13,0,0.67,0.33
0,0,0,1,5,8.76,3,1.39,0,1,0
22,26,12,1,1,5.8,3,0.7,0,0,1
15,14,5,3,1.33,80.96,33,19.79,0,0.67,0.33
4,4,1,1,1,70.3,0,17.9,0,1,0
7,18,3,17,1.47,25.34,18.71,6.04,0,0.47,0.47
26,26,6,3,1,7.65,5.33,0.97,0,0.67,0.33
11,12,9,2,1,15.8,15,3.45,0,0.5,0.5
9,29,9,3,1.33,14.97,12,3.89,0,0,1
23,29,14,1,1,72.8,91,18.72,0,1,0
4,4,5,2,1.5,92.8,0,18.55,0,1,0
10,6,8,1,5,36.8,23,13.01,0,0,1
28,9,15,15,2.47,20.87,16.87,3.22,0,0.27,0.73
15,14,12,6,1.33,66.93,39.83,15.41,0,0.5,0.5
3,17,7,4,1.5,30.12,16.25,9.67,0,0.25,0.75
10,0,21,1,1,59.8,29,14.94,0,1,0
1,5,17,3,1.33,34.39,29,8.68,0,0.67,0.33
21,28,10,252,1.61,36.49,24.54,8.02,0,0.68,0.32
29,12,1,2,1,16.68,8.5,4.45,0,0.5,0.5
18,17,0,4,1,65.48,37,16.76,0,1,0
13,18,10,11,1.73,63.08,54.64,17.8,1,0.55,0.45
24,23,11,1,1,27.36,35,3.5,0,1,0
3,22,15,3,2,19.13,19.33,5.32,0,0,1
12,27,15,1,2,270.13,74,39.5,0,1,0
3,22,17,4,1,25.11,20.75,5.81,0,0.25,0.75
3,6,0,1,2,10.3,7,2.4,0,0,1
2,26,9,2,1,69.15,42,15.4,0,1,0
2,8,21,8,2.5,65.57,38.13,18.17,0,0.63,0.38
1,25,20,1,1,9.96,6,1.3,0,1,0
3,21,17,4,1.25,54.48,36.75,14.69,0,0.75,0.25
1,1,11,11,0.91,22.43,6.18,4.57,0,0.45,0.46
5,6,16,2,1,86.92,80.5,18.79,0,1,0
7,28,14,3,1.33,47.2,25.67,7.46,0.33,1,0
23,26,20,4,1,94.62,40,15.25,0,1,0
22,22,2,5,1,60.13,2.6,23.14,0,0.8,0.2
29,14,7,1,1,0.3,1,0.7,0,0,0
28,26,22,1,1,10.05,90,36.3,0,0,1
8,3,18,1,1,8.3,5,1.6,0,0,1
21,28,6,9,2.33,33.4,18.89,7.88,0,0.67,0.33
15,27,15,2,1,172.2,120.5,41.73,0,0.5,0.5
3,12,16,5,1.8,15.47,12.6,3.39,0,0.6,0.4
10,4,0,1,1,57.8,50,18.5,0,0,1
27,27,22,6,1,22.77,16.34,5.19,0,1,0
5,14,9,7,1.71,88.2,37.86,16.84,0,0.57,0.43
3,8,4,2,1,23.05,13,7.35,0,0.5,0.5
3,13,21,2,1,14.9,8.5,3.5,0,0.5,0.5
21,4,18,5,1.4,93.8,55.4,21.85,0,0.8,0.2
25,4,6,1,1,34.3,19,5,0,0,1
21,19,21,1,1,81.3,44,21.14,0,1,0
20,15,9,10,1.9,66.17,33.3,20.54,1,0.8,0.2
7,17,3,1,6,27.8,26,7.32,0,0,1
2,13,11,6,1.34,64.08,48.83,21.43,0.67,0.67,0.33
11,8,14,3,1,23.97,30.67,6.85,0.33,0,1
28,7,10,4,1.25,36.76,33.5,7.66,0,0.5,0.5
21,13,5,1,1,66,15,10.13,1,1,0
12,18,22,1,2,30.84,14,8.9,0,1,0
7,26,12,1,2,48.84,30,14.8,0,0,1
12,21,2,1,1,25.8,14,7.33,0,1,0
20,15,2,2,1,58.34,27.5,20.7,1,0,1
6,8,20,1,6,35.8,17,12.74,0,0,1
23,22,5,1,3,85.05,36,26.23,0,0,1
3,13,16,5,2.8,15.2,16.8,2.76,0,0.2,0.8
3,21,13,13,1.77,27.57,22.15,6.98,0,0.46,0.54
23,12,11,11,1.45,31.25,27,8.65,0,0.91,0.09
20,21,22,1,1,40.61,16,9.48,0,1,0
20,25,15,2,4,22.8,26,5.53,0,0,1
13,28,12,3,2.67,67.23,37.33,14.63,1,0.67,0.33
7,29,10,4,1.75,21.43,28,18.94,0,0.5,0.25
12,11,10,2,2,5.13,5.5,1.65,0,0.5,0
10,22,12,4,1.25,57.96,49.5,17.54,0,0.25,0.75
12,21,16,4,1.25,55.29,36,16.92,0,0.5,0.25
13,3,17,2,1.5,45.55,50.5,13.98,0,0,1
21,8,10,17,1.35,49.19,26.82,13.34,0,0.53,0.47
23,15,2,4,2,52.8,31,18.88,1,0,1
23,12,5,4,1.25,37.27,25,9.43,0,0.5,0.5
25,23,8,1,1,61.56,50,16.84,0,1,0
29,17,20,2,1.5,20.8,37,25.82,0,0,0.5
1,25,14,1,1,66,55,14.2,1,1,0
9,25,2,2,3,65.07,27.5,18.06,0,0,1
27,27,23,2,1,100.42,10,23.38,0,1,0
12,7,4,5,1.4,33.75,21.8,9.93,0,0.6,0.4
21,21,5,131,1.61,20.39,7.18,4.54,0,0.47,0.47
13,29,12,2,1,32.55,74,291.25,0,0.5,0.5
13,13,16,4,1,8.99,7.5,5.02,0,0.25,0.25
4,22,7,2,1,9.36,7,1.05,0,1,0
9,17,6,1,6,12.3,5,3.48,0,0,1
7,12,19,1,1,45.34,27,11.49,0,1,0
13,18,1,4,1.75,68.54,26,18.01,1,0.75,0.25
12,15,23,2,1,11.05,6.5,2.25,0,0.5,0.5
18,14,20,2,1,60.65,33,14.66,0,1,0
10,26,22,2,1.5,97.16,39.5,20.66,0,1,0
3,14,0,2,1.5,58.3,24.5,13.81,0,0.5,0.5
2,29,4,12,1.58,46,29.5,13.65,0,0.58,0.33
2,25,20,6,3.67,66.04,35.33,17.36,0,1,0
9,26,22,2,1,164.2,18.5,22.65,0,1,0
20,4,0,1,3,33.8,23,9.7,0,0,1
21,16,13,4,1.75,63.79,28.75,13.64,0,0.25,0.75
9,22,3,2,1.5,33.3,20,11.35,0,0,1
22,25,6,1,1,52.8,49,17.7,0,1,0
25,6,9,3,1,35.97,9.67,6.59,0,0,1
26,15,7,1,1,75.84,49,18.27,1,1,0
17,11,8,1,1,151.88,51,32.76,0,1,0
29,5,10,4,1,40.84,34.25,12.49,0.25,0.5,0.5
29,21,21,3,1,9.35,5.67,2.37,0,0.33,0.67
9,17,4,1,1,32.76,20,8.79,0,1,0
27,22,6,1,1,12.36,8,2.2,0,1,0
15,13,4,9,1.11,17.06,35.22,5.58,0,0.33,0.67
13,9,15,2,1.5,17.8,16,4.53,0,0,1
29,9,16,2,1,45.3,49.5,12.95,0,0,1
18,26,1,1,1,89.87,39,20.8,0,1,0
6,29,12,1,2,30.8,12,11.06,0,0,1
7,29,16,1,1,36.8,32,12.09,0,0,1
29,5,5,1,1,12.3,7,3.3,0,0,1
5,26,7,6,1,91.86,40.17,18.02,0,0.83,0.17
15,11,7,6,1.17,95.89,69,22.99,0,0.67,0.33
13,18,19,15,1.87,65.52,44.34,18.31,1,0.67,0.33
21,22,7,2,3.5,46.57,29,11.8,0,1,0
9,14,10,1,1,107,29,18.4,0,1,0
7,15,0,2,1,23.55,40,7.35,0,0,0.5
13,10,5,5,2.4,68.34,31.6,16.93,1,1,0
3,8,1,2,3.5,17.55,16,4.62,0,0,1
5,8,15,10,1.3,77.91,202.1,19.89,0,0.7,0.3
29,7,17,1,1,26.3,30,5.82,0,0,1
28,11,22,1,1,103.34,24,13.75,0,1,0
23,29,1,9,2,52.26,38.11,15.74,0,0.56,0.44
23,29,21,6,1.33,72.96,41.33,17.1,0,1,0
26,26,9,2,1.5,98.15,0,16.55,0,1,0
20,7,6,2,1,40.84,19,12.05,0,0.5,0.5
29,5,17,4,2,75.4,47.75,15.12,0.25,1,0
6,12,23,1,1,11.3,8,2.7,0,0,1
1,25,13,1,1,20.3,10,5.9,0,1,0
12,9,13,4,1,27.77,27.75,6.48,0,0.25,0.5
21,23,0,198,1.76,48.85,26.71,12.31,0,0.81,0.17
3,13,6,4,2,13.27,9.5,3.02,0,0.25,0.75
3,26,11,1,1,36.3,23,13.03,0,0,1
10,26,2,4,1.25,76.51,37,20.54,0,0.25,0.75
21,11,12,4,1,107.52,35,21.03,0,1,0
7,29,21,1,1,23.75,13,6.2,0,1,0
21,4,9,3,3,89.74,37.33,19.6,0,0.33,0.67
29,21,11,2,1,19.8,13,5.98,0,0,1
1,2,19,1,1,28.56,19,7,0,1,0
12,28,2,1,1,44.8,35,14.9,0,0,1
7,22,15,1,1,53.04,56,9.25,0,1,0
9,29,3,13,2,48.29,25.15,12.51,0,0.54,0.38
29,10,18,1,2,28.8,33,7.4,0,1,0
5,26,11,4,1,86.61,31.5,16.71,0,0.25,0.75
18,8,19,3,4,61.49,45,19.59,0,0.33,0.67
12,2,2,6,1,28.85,12.67,5.96,0,0.83,0.17
29,16,14,1,1,12.3,52,31.7,0,0,0
4,10,7,1,2,16.8,22,3.63,0,1,0
22,22,16,5,1.4,16.79,14.2,3.28,0,0.4,0.6
15,4,19,6,1.17,72.84,33.67,17.75,0,0.67,0.33
1,20,23,2,1.5,11.8,7.5,2.93,0,0,1
11,12,16,2,1.5,18.04,23,3,0,0.5,0.5
13,13,8,6,1,16.34,6.33,7.83,0.17,0.17,0
28,12,22,9,1.33,35.62,21.89,9.96,0,0.67,0.33
12,5,18,10,1.4,39.53,36.6,8.83,0.3,0.8,0.2
12,11,16,3,1.33,17.91,18.33,2.67,0,1,0
18,26,13,2,1,117.6,47,20.81,0,1,0
10,6,16,1,1,59.34,53,15.5,0,0,0
8,17,1,1,1,5.3,2,0.7,0,0,1
29,7,1,3,1.33,27.49,16,7.98,0,0.67,0.33
2,26,23,7,1,76.05,41.86,18.76,0,0.57,0.43
12,22,18,1,1,13.56,12,2.3,0,1,0
23,1,1,11,1.64,69.5,30.55,16.74,0,0.73,0.27
5,26,6,3,1,69.95,29,18.5,0,0.33,0.67
13,3,4,3,1,14.47,9.67,3.8,0,0,1
8,5,9,2,1,46.07,30.5,15.38,0,0,1
7,28,20,5,3,28.84,20,6,0,0.8,0.2
9,14,13,1,1,125.49,22,16,0,1,0
8,12,19,1,1,0.3,5,34.6,0,0,1
12,21,11,3,2.33,47.31,44.33,12.84,0,0,1
9,16,22,1,1,27.8,12,7.37,0,1,0
3,21,20,3,2.67,15.13,8.67,3.97,0,0.33,0.67
22,4,13,1,1,6.3,4,0.9,0,0,1
7,1,13,2,1.5,49.3,54.5,13.5,0,0.5,0.5
28,22,17,1,1,23,14,7.44,0,1,0
22,11,13,3,1,17.13,17.67,4.03,0,0,1
2,26,15,2,1,87.45,59.5,16.37,0,1,0
8,8,13,3,1,87.4,5.67,19.55,0,0,1
9,26,14,1,1,131.49,35,15.2,0,1,0
21,6,2,3,2.67,37.9,19.33,11.75,0,0.33,0.67
20,14,10,1,1,12.3,8,4.4,0,0,0
23,4,2,2,1,112.18,43.5,20.18,0,0,1
29,13,13,2,1,14.3,15,3.22,0,0,1
7,6,19,1,1,25.8,23,6.96,0,0,1
6,3,4,1,1,5.3,0,0.78,0,0,1
10,8,1,3,1.33,45.47,18,10.83,0,0,1
13,12,8,1,2,120.05,109,21.7,0,0,1
1,7,0,1,1,31,18,7.9,0,1,0
25,5,22,1,1,42.8,30,14.49,0,0,1
1,5,8,2,1,56.51,37.5,13.95,0,1,0
21,11,8,2,1,92.59,44.5,21.07,0,0.5,0.5
9,1,11,4,1.25,27.06,27.5,11.38,0,0,0.75
18,6,12,3,1.33,76.48,42.33,18.18,0,0.67,0.33
9,14,22,2,1,105.35,30.5,23.32,0,1,0
1,22,4,1,1,16.8,5,5.2,0,0,1
22,3,3,2,1,19.8,12,6.1,0,0,0.5
18,11,5,2,1,50.62,23,7.63,0,0.5,0.5
12,5,5,13,2.15,42.19,23.46,9.98,0,1,0
9,23,19,26,1.96,47.5,32.19,11.04,0.04,0.89,0.11
2,14,2,1,2,70.3,33,7.7,0,1,0
23,22,21,5,2,56.1,29.2,12.72,0,0.4,0.6
12,1,0,3,1.33,7.3,4,1.37,0,0.33,0.67
4,1,23,1,1,12.3,8,2.9,0,1,0
3,8,15,1,1,10.3,7,2.58,0,0,1
28,8,8,1,1,63.34,38,18.84,0,1,0
20,18,2,19,1.63,20.57,12.79,5.5,0,0.68,0.32
15,26,10,6,1,96.74,51.33,23.61,0,0.5,0.5
27,27,2,2,1,122.65,0.5,29.8,0,1,0
18,26,9,3,1.67,74.8,32.67,11.42,0,0.67,0.33
2,22,11,1,1,63.8,58,21,0,0,1
16,16,9,2,2,20.3,0,7.7,0,0.5,0
13,13,5,2,1,23.5,10,5.33,0,0.5,0.5
12,11,5,1,1,10.8,8,2.1,0,1,0
9,29,17,5,2.2,56.86,25.2,10.44,0,0.2,0.8
20,1,13,2,3,19.63,12,5.08,0,0.5,0.5
12,23,19,4,1.25,55.31,35.75,15.36,0.75,1,0
10,14,2,1,4,70.05,28,11.2,0,0,1
13,28,11,2,1.5,58.34,46,17.56,1,0.5,0.5
20,10,14,58,1.64,26.39,24.67,6.06,0,0.67,0.33
20,7,3,4,1.75,38.62,21.5,10.26,0,1,0
29,9,13,5,1.2,13.4,13.6,2.5,0,0.4,0.6
20,29,17,1,1,23.8,27,6.4,0,0,1
7,13,13,3,2.33,48.65,35.33,11.87,0.33,0.67,0
13,23,15,9,2.44,80.23,68.67,20.13,0.78,1,0
23,25,9,1,1,63.8,67,18.4,0,0,1
1,20,22,5,2.2,19.6,12,4.84,0,0.2,0.8
12,22,8,2,3.5,9.8,10,1.66,0,0,1
23,13,0,1,1,71.62,56,17.2,0,1,0
6,10,15,1,1,52.8,46,16.4,1,0,1
3,6,8,1,1,21.3,16,4.7,0,0,1
3,18,8,15,2,47.52,48.33,9.81,0.47,0.47,0.53
9,13,13,2,1,39.05,26,13.54,0,0.5,0.5
19,5,14,1,1,58.34,70,18.96,1,0,1
10,14,7,1,1,42.8,36,12.9,0,1,0
26,26,7,4,1,97.13,7.25,16.25,0,1,0
23,1,18,7,2.14,82.75,51,19.22,0,0.86,0.14
13,4,4,1,1,70,32,18.1,1,1,0
13,22,11,1,2,14.8,15,3.38,0,0,1
13,20,19,1,1,58.34,36,16.66,1,0,1
29,29,2,11,1.45,12.81,8.45,3.15,0,0.45,0.55
21,11,14,9,1.89,110,55.78,20.6,0,0.67,0.33
10,25,15,5,2.2,50.02,42,13.28,0,0.2,0.8
3,14,11,1,1,141.06,61,24.6,0,1,0
18,17,20,3,1,54.37,44.33,13.81,0,1,0
20,7,5,4,1,38.83,20.5,11.67,0,0.25,0.75
22,23,4,1,1,11.05,20,1.9,0,0,1
18,13,1,3,1.67,45.65,37.33,14.42,0,0.33,0.67
10,22,15,4,2,55.58,45.75,13.89,0.25,0.75,0.25
22,5,13,5,1.2,52.89,46,12.92,0.8,0.4,0.4
12,7,18,1,2,37.8,35,11.8,0,1,0
10,17,11,3,4,46.8,35.33,12.73,0,1,0
2,25,21,7,1.71,60.51,40.57,17.52,0,0.14,0.86
20,2,1,6,1,42.96,262.83,13.16,0,0.67,0.33
29,14,5,1,1,74.84,37,25.41,0,0,1
26,18,19,1,1,12.3,10,1.8,0,1,0
13,2,12,4,2,66.45,42.5,21.59,1,0.75,0.25
23,16,22,1,1,111.06,32,17.88,0,1,0
15,16,3,1,4,44.16,23,9.72,0,1,0
23,17,21,1,1,60.36,45,15.21,0,1,0
15,16,18,6,1.17,124.77,47,26.5,0,0.5,0.5
2,11,9,1,1,61.1,26,11.33,0,1,0
12,15,22,1,1,70,45,17.9,1,1,0
8,3,20,1,5,21.8,21,6.11,0,0,1
29,15,8,3,1,18.12,14.33,4.31,0,0.33,0.67
12,9,9,7,1.71,18.4,17.57,4.23,0,0.57,0.43
3,13,13,2,1.5,10.05,7.5,2.38,0,0,1
9,12,16,12,2,41.37,26,8.32,0,0.67,0.33
12,11,13,3,2,61.69,26,17.54,0,1,0
7,11,21,1,1,135.59,34,17.78,0,1,0
18,1,16,8,1.63,50.14,40.5,11.8,0,0.5,0.5
23,8,19,2,2,102.9,43,16.38,0,1,0
7,29,20,2,1.5,95.34,30,15.65,0,1,0
6,25,3,1,1,15.8,14,4.4,0,0,1
2,22,17,1,1,54.3,62,17,0,0,1
1,3,22,4,2.25,21.43,15.25,6.4,0,0,1
23,26,0,4,1,121.97,43.75,18.29,0,0.75,0.25
21,26,2,3,1,100.05,26.33,17.34,0,1,0
15,27,22,1,1,145.84,74,26.3,0,1,0
25,12,2,1,1,8.3,6,1.46,0,0,1
22,9,7,1,1,64.74,42,17.29,0,1,0
29,15,19,3,1.67,15.3,11.33,4.13,0,0,0.67
4,4,15,1,1,32.16,28,6.8,0,1,0
10,17,21,3,1.33,40.3,31.33,13.57,0,0.33,0.67
25,3,13,1,2,58.3,23,10.51,0,0,1
29,29,21,6,1.17,37.63,7.67,9.16,0,0.5,0.5
13,18,16,17,2.06,60.8,57.94,17.14,1,0.35,0.65
12,23,11,2,1,74.81,38.5,8.7,0,0.5,0.5
2,17,23,2,2,44.05,34,14.13,0,0.5,0.5
7,26,9,1,1,141.95,27,17.8,0,1,0
18,11,6,1,1,100.85,33,15.5,0,1,0
28,15,2,3,1,56.49,32.67,19.97,1,0.67,0.33
13,7,3,2,3,36.93,17.5,11.2,0,0.5,0.5
2,25,19,7,1.57,65.63,33.71,17.74,0,0.86,0.14
9,1,19,5,1,66.64,26.4,16.05,0,1,0
26,26,22,4,1,57.11,3.5,15.63,0,1,0
13,29,17,1,1,10.3,7,1.91,0,0,1
3,11,14,1,4,121.91,54,25.32,0,1,0
1,3,18,1,1,8.3,5,1.5,0,0,1
18,25,20,15,2,49.06,27.8,13.53,0,0.67,0.33
15,26,20,20,1,68.55,34.35,19.6,0.05,0.45,0.5
18,4,20,2,1,97.92,54,23.33,0,0,1
20,12,13,3,1,30.63,23.33,9.33,0,0.33,0.67
12,21,13,2,1.5,57.47,20.5,14.27,0,0,1
13,28,17,2,3,58.34,45.5,15.48,1,0,1
3,17,14,1,1,9.3,7,2,0,0,1
12,13,22,1,1,22.3,25,4.8,0,0,1
23,22,22,9,1.44,65.66,36,16.36,0,0.89,0.11
15,27,21,3,1,130.78,63.33,41.65,0,0.67,0.33
13,29,11,1,5,18.8,10,6.24,0,1,0
18,26,10,1,2,70.55,18,10.96,0,1,0
21,5,5,41,1.61,40.18,22.76,10.3,0,0.66,0.34
5,17,8,3,1.33,41.05,22.67,10.05,0,1,0
12,11,15,2,1,91.05,28,10.99,0,0.5,0.5
7,12,14,2,3,44.55,40,13.18,0,0.5,0.5
3,13,15,4,1.25,34.95,24.25,6.98,0.25,0.25,0.75
23,8,4,1,2,100.3,44,27.7,0,1,0
22,11,12,1,1,7.8,6,1.4,0,0,1
8,8,22,1,1,13.3,10,3.5,0,0,1
20,23,4,2,1,29.8,20,9.33,0,0.5,0.5
12,20,14,2,1,24.55,20.5,7.65,0,0,1
29,10,16,1,1,26,27,3.9,0,1,0
22,11,6,1,1,11.76,7,2.4,0,1,0
10,17,22,5,1,42.43,33.2,11.9,0,0.6,0.4
22,3,20,5,1,29.38,16,8.38,0,0.4,0.6
13,13,17,3,2.33,24.15,27,6.97,0.33,0,1
12,25,18,1,2,127.38,73,29.7,0,0,1
1,22,1,1,2,7.3,7,1.3,0,0,1
18,27,10,2,2.5,70.85,28.5,10.4,0,1,0
10,4,9,2,1.5,80.6,48.5,24.55,0,0.5,0.5
29,1,10,1,1,39.39,16,10.49,0,1,0
3,1,5,3,2.67,20.8,12.67,5.98,0,0.33,0.67
15,0,23,1,1,76.04,28,20.4,0,1,0
2,25,0,10,2.6,61.77,32.9,17.08,0,0.4,0.6
12,9,19,5,1.2,22.62,21.2,4.96,0,0.4,0.6
3,22,14,1,1,11.8,10,2.7,0,0,0
2,6,22,3,1,77.73,43.33,22.25,0,0.67,0.33
20,12,6,1,6,14.16,7,3.46,0,1,0
7,28,12,5,1,31.11,26.4,8.33,0,0.4,0.6
5,27,22,2,1,50.83,28,8.95,0,0.5,0
18,29,12,9,1.89,74.08,57.56,18.23,0,0.44,0.56
5,22,7,8,1.25,71.51,43.13,16.86,0,0.5,0.5
20,15,13,7,1,70.8,38.86,20.75,0.86,0.86,0.14
13,29,13,1,1,10.3,10,1.8,0,0,1
18,11,11,1,2,92.55,49,13.03,0,1,0
5,4,15,4,2,81.94,57.25,18.84,0,0.25,0.5
8,3,13,1,2,9.8,3,2.68,0,0,1
15,4,1,6,2,66.72,29.67,18.95,0,0.5,0.5
12,29,8,2,2,123.62,35.5,20.3,0,0.5,0
3,2,17,6,1.5,43.65,40.5,11.27,0.33,0.33,0.67
10,4,23,4,1.25,72.58,48.5,21.1,0,1,0
25,20,13,2,1,18.55,21.5,4.64,0,0,1
18,6,6,1,1,43.56,22,12.58,0,1,0
16,16,11,2,1,120.07,0,30.7,0,0.5,0
29,3,3,6,2.83,15.22,11,3.99,0,0.17,0.83
11,23,7,1,1,13.5,12,1.77,0,1,0
29,7,7,4,2.25,27.8,31.75,7.21,0,0,1
28,29,18,1,1,45.84,40,12.7,0,0,1
29,22,5,3,2.67,15.3,10.33,4.12,0,0,1
7,12,9,3,1.33,37.04,43,11.86,0,0.67,0.33
10,16,21,1,1,47.81,21,11.77,0,1,0
5,4,9,5,3.6,81.62,52.6,20.62,0,1,0
26,26,20,2,1.5,48.23,5.5,5.8,0,1,0
13,12,21,2,1.5,121.72,59,22.01,0,1,0
7,23,21,9,2.67,37.86,26,5.96,0.33,0.78,0.22
10,8,6,8,2.38,38.12,20,11.07,0,0.75,0.25
12,18,15,1,2,21.8,27,3.19,0,1,0
23,27,20,3,1,107.47,44.67,30.17,0,0.67,0
1,12,1,3,1,10.13,6.33,2.37,0,0,1
9,8,23,4,1.5,22.93,14.5,7.1,0,0,1
12,23,15,3,1,40.19,30.67,10.72,0.33,0.67,0.33
20,8,2,1,2,8.8,2,2.18,0,0,1
17,29,12,1,1,165.3,54,39.9,0,1,0
27,27,1,3,1,95.38,1,24.73,0,1,0
7,20,15,2,1,39.84,40.5,8.36,0,0,1
23,25,2,7,1.86,59.52,30.28,16.04,0,0.43,0.57
28,21,2,3,1.33,106.74,32.67,24.18,0,1,0
4,7,22,1,1,32.16,28,7.17,0,1,0
9,22,1,2,1,22.8,10,7.6,0,0,1
3,16,0,1,1,26.8,20,7.8,0,1,0
28,3,10,28,1.86,23.01,18.5,5.81,0,0.39,0.61
3,18,4,4,1,56.45,30,11.91,0.25,1,0
15,19,11,2,1,130.55,63.5,38.84,0,0.5,0.5
2,1,3,4,1,55.56,38.25,18.74,0,0.25,0.75
27,27,8,5,1,33.1,25,6.06,0,1,0
25,14,22,1,1,22.8,18,6.5,0,0,1
29,29,1,4,1.25,26.56,3.75,4.71,0,0.25,0.75
5,25,10,3,1,49.85,34.33,15.08,0,0.33,0.67
25,25,11,1,1,17.8,26,2.5,0,0,1
