source_cluster,destination_cluster,hour, count, passengers, fare, trip time, trip distance, JFK trips, credit payments, cash payments
20,10,22,90,1.83,24.71,19.16,6.16,0,0.68,0.32
15,2,7,745,1.75,63.27,65.28,18.59,0.45,0.78,0.22
9,5,20,349,1.65,40.01,26.2,8.86,0.04,0.82,0.18
23,17,5,1,2,61.55,44,16.7,0,1,0
10,5,12,27417,1.68,16.68,19.39,2.74,0,0.6,0.4
15,29,1,372,1.78,20.88,12.1,5.91,0,0.24,0.75
23,12,4,28,1.79,40.46,27.68,11.03,0,0.5,0.43
28,10,18,1085,1.64,13.75,12.27,2.31,0,0.56,0.44
10,25,21,24,1.54,40.54,27.33,12.14,0,0.5,0.5
29,13,8,2,2.5,33.05,27,10.76,0,0,1
18,2,6,899,1.58,23.95,20.56,6.19,0,0.75,0.25
5,15,13,4662,1.82,64.39,53.67,17.51,0.99,0.68,0.31
21,9,17,626,1.69,34.75,35.12,8.46,0,0.62,0.37
2,5,15,12463,1.81,20.16,23.91,3.9,0,0.55,0.45
10,29,8,10,1.9,49.54,36.7,14.4,0.1,0.4,0.5
27,5,21,1,1,11.3,11,1.56,0,1,0
28,2,3,20,1.75,38.43,26.75,11.34,0,0.55,0.45
9,10,17,374,1.62,28.23,29.8,5.69,0.02,0.69,0.29
9,29,0,14,1.71,22.35,16.79,6.05,0,0.5,0.5
2,5,9,10346,1.64,20.52,21.56,3.97,0,0.74,0.26
15,10,12,1308,1.71,58.03,51.04,17.07,0.44,0.59,0.4
5,28,2,4434,1.66,26.08,20.71,6.87,0,0.69,0.31
5,1,22,224,1.7,62.1,38.88,15.78,0,0.72,0.27
15,28,0,245,1.78,64.09,36.16,18.91,0.95,0.66,0.33
21,29,15,88,1.69,40.83,42.97,11.67,0,0.35,0.64
7,5,10,311,1.62,25.7,25.95,4.89,0.03,0.57,0.43
20,7,4,3,2.67,32.3,20.67,9.03,0,0.33,0.67
23,7,6,13,1,34.91,23.46,8.47,0,0.62,0.38
2,18,9,567,1.69,29.59,37.55,6.26,0,0.78,0.22
9,10,11,297,1.7,23.17,18.34,5.02,0.01,0.62,0.38
15,15,1,213,1.64,16.28,10.37,4.74,0.03,0.35,0.57
7,20,3,23,1.39,35.28,21.65,10.41,0,0.09,0.87
20,18,15,59,1.68,22.45,18.22,5.47,0,0.61,0.39
21,26,19,19,1.53,85.53,33.84,17.97,0,0.74,0.26
10,1,15,19,2.11,53.93,47.37,14.06,0,0.58,0.42
7,20,7,26,1.5,41.06,31.85,10.35,0,0.69,0.31
10,28,23,2326,1.66,14.89,12.37,3.24,0,0.53,0.47
23,10,16,782,1.74,29.52,34.04,5.56,0,0.71,0.29
13,2,7,7,2,62.38,59.57,18.61,0.86,0.71,0.29
10,21,15,1161,1.71,42.2,30.59,9.17,0,0.74,0.26
2,7,3,131,1.92,31.32,20.59,9.14,0,0.54,0.43
2,3,21,394,1.73,43.13,30.81,11.94,0,0.71,0.28
21,9,20,643,1.69,32.01,22.41,8.95,0,0.63,0.36
15,10,7,1544,1.66,59.65,56.21,16.74,0.42,0.68,0.31
10,12,20,84,1.98,32.21,24.69,8.47,0.01,0.54,0.46
5,28,1,5134,1.7,26,21.01,6.76,0,0.69,0.3
15,10,20,2879,1.71,57.45,38.9,17.02,0.43,0.7,0.29
21,10,18,3479,1.77,36.7,28.71,8.56,0,0.75,0.24
10,20,14,446,1.65,29.25,32.66,6.95,0,0.57,0.43
15,15,8,228,1.53,18.71,14.39,5.65,0.06,0.28,0.65
23,28,14,74,1.46,31.77,32.08,7.5,0,0.66,0.34
15,15,14,419,1.57,19.07,19.25,7.22,0.11,0.32,0.61
13,6,3,1,2,86.34,28,36.09,0,0,1
3,20,1,59,1.66,15.32,11.08,3.79,0,0.27,0.71
23,2,13,2245,1.74,12.93,12.65,2.18,0,0.62,0.38
2,12,23,171,1.66,27.2,22.01,6.49,0,0.52,0.47
2,12,20,121,1.85,27.16,21.33,6.26,0.02,0.63,0.37
5,18,6,8063,1.58,10.35,7.95,1.97,0,0.51,0.49
15,5,2,534,1.79,63.86,26.75,17.91,0.99,0.73,0.27
18,10,5,1874,1.63,11.97,8.38,2.34,0,0.54,0.45
28,10,2,461,1.74,12.62,9.26,2.62,0,0.4,0.59
5,25,1,89,1.75,50.1,29.94,14.86,0,0.43,0.55
9,2,7,89,1.36,35.63,27.21,8.46,0.06,0.69,0.31
5,23,10,16788,1.65,13.13,13.9,2.07,0,0.69,0.31
7,18,15,14,1.64,29.25,26.64,5.74,0.07,0.64,0.36
2,13,6,12,2.08,61.5,34.25,17.53,0.92,1,0
2,2,22,5190,1.67,11.87,9.77,2.04,0,0.62,0.38
23,2,19,3051,1.69,15.09,13,2.56,0,0.71,0.29
15,13,22,88,1.68,19.72,14.52,6.02,0.05,0.11,0.86
28,5,2,174,1.76,22.99,24.23,6.12,0,0.56,0.43
10,18,3,1050,1.62,13.38,10.69,2.69,0,0.61,0.39
29,21,23,2,1,20.38,12,3.55,0,0.5,0.5
15,25,0,30,2.1,60.43,24.77,15.91,0,0.53,0.47
2,3,17,86,1.65,43.89,47.5,10.79,0.02,0.51,0.49
18,5,17,18754,1.78,16.33,18.71,2.45,0,0.52,0.47
15,7,0,468,1.7,39.39,21.4,12.5,0.01,0.45,0.55
21,21,9,195,1.64,22.52,14.32,5.26,0.01,0.43,0.55
9,10,2,598,1.74,14.34,10.24,3.03,0,0.51,0.48
15,25,19,22,2.14,50.21,27.64,14.91,0,0.32,0.64
18,5,12,23530,1.68,14.77,17.3,2.3,0,0.57,0.43
15,1,15,84,1.64,58.04,43.91,16.98,0,0.36,0.64
7,7,14,529,1.78,10.18,12.4,1.75,0,0.22,0.78
10,23,6,916,1.56,24.68,20.72,6.48,0,0.81,0.19
9,7,4,201,1.7,14.06,17.36,3.21,0,0.33,0.65
23,20,9,25,1.24,41.21,30.6,11.19,0,0.68,0.32
10,5,9,39371,1.6,16.15,18.06,2.64,0,0.69,0.31
10,7,19,1006,1.67,20.12,17.51,4.38,0,0.51,0.48
12,3,22,16,2.19,21.22,14.06,4.95,0,0.56,0.44
3,12,13,5,1,17.01,10.4,4.32,0,0.4,0.6
15,29,8,250,1.68,22.17,20.68,6.28,0,0.21,0.77
7,28,3,26,1.92,37.39,24.69,9.29,0,0.31,0.69
7,3,1,228,1.92,20.53,14.12,5.46,0,0.37,0.6
3,3,22,186,1.94,13.07,9.4,2.94,0.01,0.34,0.63
7,7,10,523,1.8,9.88,8.28,1.8,0,0.24,0.76
18,21,19,305,1.61,52.61,36.41,11.7,0,0.73,0.26
5,2,10,16953,1.74,20.21,20.97,20.99,0,0.58,0.42
18,10,19,19555,1.69,12.71,10.99,2.04,0,0.63,0.37
9,15,8,30,1.63,42.37,55.63,12.53,0.07,0.57,0.43
2,10,19,3632,1.64,23.57,19.15,5.4,0,0.76,0.23
18,28,17,3376,1.71,14.45,13.6,2.64,0,0.6,0.39
2,15,22,33,1.42,58.86,39.94,18.42,0.61,0.7,0.3
13,10,17,16,1.62,60.81,45.62,15.38,0.88,0.56,0.44
15,1,3,9,1.89,52.78,22.33,16.56,0,0.67,0.33
23,10,18,1781,1.63,28.29,29.91,5.48,0,0.82,0.18
10,2,17,1465,1.72,26.99,24.54,6.27,0,0.68,0.32
3,3,5,107,1.72,11.68,7.2,2.91,0.01,0.22,0.75
7,3,13,57,1.53,20.94,17.81,5.43,0,0.28,0.72
23,20,5,52,2.02,35.28,22.58,10.62,0,0.54,0.46
18,18,5,1965,1.57,8.72,8.17,1.41,0,0.56,0.44
13,2,16,8,1.63,64.36,57.38,17.72,0.5,0.88,0.12
3,13,12,1,1,7.3,4,1.5,0,0,1
18,23,19,2390,1.73,20.34,21.23,3.72,0,0.75,0.24
5,5,12,126268,1.71,11.68,13.36,1.63,0,0.54,0.46
23,9,13,60,1.63,42.65,60.53,9.89,0.02,0.68,0.32
21,1,12,53,1.66,55.13,29.57,14.47,0,0.55,0.45
15,2,12,620,1.73,61.3,55.38,19.42,0.46,0.66,0.34
9,10,1,664,1.67,15.37,11.15,3.27,0.01,0.52,0.48
15,11,22,6,2.17,63.77,40,16.3,0,0.33,0.67
13,10,11,6,1.33,60.11,51.83,16.83,1,0.5,0.5
20,5,23,114,1.55,31.16,21.98,8.61,0,0.64,0.34
18,13,12,14,1.36,66.26,48.93,18.3,1,0.93,0.07
3,7,18,31,2.13,17.73,16.74,3.64,0,0.26,0.74
15,25,5,14,1.57,50.96,21.14,14.6,0.07,0.43,0.57
15,20,2,63,1.98,59.61,27.62,19.66,0.35,0.38,0.62
9,10,4,337,1.65,14.5,13.95,3.19,0,0.42,0.56
3,9,4,32,1.47,20.21,13.19,5.34,0,0.38,0.63
2,11,13,2,1,59.8,34,9.05,0,0.5,0.5
5,23,23,16218,1.77,12.64,12.43,2.07,0,0.65,0.35
5,5,2,71983,1.74,10.55,9.13,1.76,0,0.63,0.37
9,12,21,28,1.5,28.42,17.43,5.89,0,0.36,0.64
18,28,0,3687,1.62,14.25,11.41,3.01,0,0.62,0.38
15,18,0,894,1.73,64.13,38.48,19.86,1,0.75,0.25
9,9,7,448,1.63,9.94,6.94,1.82,0,0.46,0.54
18,28,18,3929,1.69,14.69,13.48,2.74,0,0.62,0.38
10,17,16,2,3.5,41.8,38.5,11.4,0,0.5,0.5
28,2,17,25,2.4,42.49,45.64,9.64,0,0.72,0.28
28,20,18,160,1.83,17.5,16.3,3.58,0,0.54,0.45
10,11,11,2,1.5,37.22,33,15.1,0,0,1
13,2,8,8,1.5,67.72,42,19.17,0.88,1,0
20,28,9,142,1.74,12.43,9.69,2.5,0,0.61,0.39
3,12,3,24,1.25,18.61,10.88,4.79,0,0.42,0.58
23,13,4,10,2.3,63.19,30.9,19,0.8,0.8,0.2
5,21,21,355,1.72,50.42,29.35,11.79,0.01,0.69,0.3
10,18,21,12826,1.69,11.43,10.12,1.93,0,0.62,0.38
5,4,19,6,1.17,102.88,61.33,21.52,0,0.67,0.33
23,21,23,13,2.38,71.45,35.23,14.18,0,0.85,0.15
18,15,20,257,1.97,64.18,41.77,19.3,0.98,0.75,0.25
23,3,10,20,1.25,46.07,37.15,12.71,0.05,0.55,0.45
21,16,15,4,2,70.66,36.75,13.33,0,0.25,0.75
18,7,5,116,1.59,22.26,18.16,5.56,0,0.43,0.55
18,3,18,249,1.86,36.83,34.86,9.24,0,0.51,0.47
18,10,22,20958,1.71,13.61,11.85,2.45,0,0.64,0.35
5,5,19,179903,1.71,12.19,12.32,1.72,0,0.6,0.4
7,20,4,36,1.97,36.89,21.42,10.52,0,0.19,0.81
23,10,21,3852,1.72,25.86,24.5,5.57,0,0.83,0.17
28,5,0,534,1.74,24.97,23.18,6.25,0,0.67,0.32
21,3,11,470,1.85,29.97,22.73,8.27,0,0.44,0.54
23,9,15,57,1.93,44.81,46.07,9.31,0.02,0.76,0.24
21,22,19,16,1.31,42.97,22.81,11.87,0,0.37,0.63
23,9,18,118,1.77,38.93,37.37,8.3,0,0.75,0.25
5,7,18,1047,1.66,28.87,27.77,5.97,0,0.58,0.41
28,28,10,758,1.64,8.42,6.54,1.29,0,0.41,0.58
9,9,0,669,1.73,12,8.71,2.37,0,0.41,0.58
18,3,6,93,1.49,34.02,23.02,9.4,0.02,0.51,0.47
15,21,18,325,1.72,43.6,35.06,12.29,0,0.56,0.44
9,7,12,113,1.53,12.18,22.36,2.45,0,0.44,0.56
3,10,13,30,1.53,30.88,23.07,6.86,0.17,0.43,0.57
9,3,5,57,1.86,21.94,12.65,5.82,0,0.21,0.77
23,18,8,1065,1.6,19.23,20.27,3.7,0,0.78,0.21
5,14,10,7,3,87.43,37.71,15.81,0,0.86,0.14
23,18,19,2519,1.68,19.26,17.57,3.92,0,0.75,0.25
5,18,0,22377,1.71,14.92,13.52,2.93,0,0.69,0.31
21,3,13,474,1.75,29.45,22.33,8.11,0,0.39,0.6
21,8,11,16,1.13,41.5,22.31,12.09,0,0.5,0.44
20,12,21,5,1,21.21,16,5.56,0,1,0
5,29,17,41,1.59,64.99,99.12,15.9,0.17,0.49,0.49
18,9,12,130,1.91,39.06,34.71,8.21,0.01,0.69,0.31
23,2,10,1950,1.68,12.97,12.37,2.14,0,0.61,0.39
2,9,7,197,1.6,29.15,23.64,7.38,0,0.65,0.35
2,3,8,81,1.44,41.13,31.77,11.57,0,0.59,0.39
7,7,22,619,1.72,10.78,8.7,1.96,0,0.27,0.72
5,18,19,34864,1.69,15.13,15.24,16.78,0,0.64,0.36
23,10,2,2436,1.71,23.03,20.48,5.48,0,0.72,0.27
2,20,6,52,1.36,43.38,26.75,12.89,0,0.93,0.07
15,25,16,25,1.48,48.59,38.2,13.39,0,0.48,0.52
2,15,17,316,1.74,63.36,69.67,18.79,0.83,0.79,0.2
28,20,19,160,1.91,16.61,22.6,3.45,0,0.56,0.44
15,23,16,411,1.7,68.17,70.63,20.46,0.94,0.69,0.31
21,22,20,25,1.8,45.36,23.24,12.97,0,0.48,0.52
28,10,17,1306,1.72,13.61,13.11,2.25,0,0.53,0.47
5,28,10,1222,1.69,25.39,26.07,6.04,0,0.56,0.43
5,11,19,15,1.33,76.83,44.73,15.81,0,0.73,0.27
23,5,6,6577,1.53,12.92,9.83,2.74,0,0.81,0.19
5,0,22,3,2.33,55.68,38.33,16.3,0,0.67,0.33
5,23,8,16409,1.6,12.82,12.91,2.11,0,0.77,0.23
15,22,1,36,1.67,35.25,18.75,10.78,0,0.31,0.67
23,20,19,108,1.75,38.98,28.05,10.79,0,0.81,0.19
15,25,23,31,1.77,60.04,27.45,17.37,0,0.29,0.71
23,5,18,17353,1.71,13.97,14.59,2.06,0,0.68,0.32
28,7,22,37,1.78,32.67,24.7,7.64,0,0.51,0.49
28,10,15,948,1.65,13.63,13.93,2.36,0,0.49,0.5
23,9,19,175,1.66,38.06,33.18,8.34,0,0.79,0.21
15,23,1,135,1.69,66.83,41.05,19.82,0.94,0.88,0.12
13,2,17,8,2.13,58.43,56.25,16.8,0.88,0.5,0.5
15,4,16,9,2.78,104.01,63.33,27.85,0,0.56,0.44
28,10,1,648,1.7,13.38,9.81,2.76,0,0.47,0.53
9,15,16,43,1.49,42.67,36,11.33,0.14,0.58,0.42
2,5,11,12476,1.76,20.36,21.41,3.96,0,0.65,0.34
3,5,14,61,1.84,57.63,37.39,10.14,0.77,0.57,0.43
1,1,0,18,1.5,36.94,6.33,7.43,0,0.78,0.17
28,10,11,876,1.74,13.59,14.9,2.45,0,0.52,0.48
20,9,22,6,1.83,45.78,39.83,13.29,0,0.5,0.5
5,9,15,1074,1.74,41.24,42.14,8.58,0.01,0.68,0.32
20,5,9,96,1.75,33.35,28.47,8.25,0,0.79,0.21
3,3,11,89,1.85,14.52,12.4,3.06,0,0.27,0.73
18,18,14,24125,1.71,8.88,8.03,1.26,0,0.51,0.49
9,9,22,416,1.67,13.42,9.87,2.84,0,0.43,0.55
22,22,0,12,1.75,12.17,10,2.66,0,0.33,0.58
9,18,19,116,1.62,43.24,30.02,8.86,0.07,0.81,0.19
5,7,22,4377,1.66,28.57,26.27,6.21,0,0.68,0.31
2,28,14,49,1.69,39.21,66.1,10.18,0,0.59,0.41
28,15,18,28,1.93,64.25,52.82,18.75,0.93,0.68,0.32
28,5,3,146,1.7,23.55,16.49,6.45,0,0.58,0.4
13,18,21,15,2.33,66.66,39.47,17.44,0.93,0.6,0.4
3,3,8,173,2.01,12.71,15.4,2.61,0,0.35,0.64
23,28,11,47,1.45,31.36,29.06,7.6,0,0.64,0.36
15,26,15,17,1.94,90.61,57.24,21.1,0.12,0.76,0.24
15,21,10,190,1.79,42.63,27.83,12.29,0.01,0.45,0.55
21,10,20,3546,1.7,34.31,20.85,8.51,0,0.78,0.22
20,7,2,8,1.25,38.56,25.25,9.67,0,0.75,0.25
20,3,22,73,1.78,16.75,13.4,3.79,0,0.3,0.69
3,7,1,66,1.48,15.38,11.55,3.72,0,0.33,0.67
20,23,9,28,1.47,33.79,26.68,8.96,0,0.93,0.07
7,15,15,51,2.27,52.95,40.35,12.32,0.53,0.51,0.49
10,1,7,64,1.63,41.25,27.3,11.59,0,0.81,0.19
20,7,14,5,1.2,40.24,34,9.96,0,0.6,0.4
28,15,6,95,1.83,66.9,42.8,18.26,0.97,0.81,0.19
3,10,17,34,1.29,24.63,19.24,5.14,0.09,0.47,0.5
29,16,20,1,1,32.8,14,5.02,0,1,0
21,8,19,24,1.88,44.47,20.29,10.6,0,0.75,0.25
23,7,19,69,1.58,38.2,36.29,8.72,0,0.75,0.23
9,15,23,6,1.33,35.89,16.83,9.93,0.17,0.5,0.5
10,20,17,394,1.73,31.03,36.79,6.98,0.01,0.55,0.43
2,11,0,1,1,71.16,40,18.1,0,1,0
23,3,2,179,1.44,43.08,29.47,12.49,0,0.59,0.4
12,12,0,46,1.37,14.49,8.81,3.69,0.04,0.57,0.35
3,20,19,20,1.4,19.16,16.3,4.3,0.05,0.35,0.6
12,5,21,10,1.3,33.34,20.9,6.82,0.2,0.8,0.2
20,28,1,139,1.66,12.26,8.66,2.46,0,0.45,0.54
21,20,11,171,1.81,44.31,29.73,11.23,0,0.61,0.39
2,20,0,167,2,46.83,31.83,13.61,0,0.69,0.29
1,1,2,11,1.27,17.75,8.91,7.79,0,0.82,0.18
15,14,3,2,1,114.01,41.5,29.8,0,0.5,0.5
9,7,22,245,1.66,13.14,10.35,2.7,0,0.42,0.58
3,10,20,33,1.3,31.66,20.91,7.44,0.09,0.67,0.33
10,15,19,497,1.71,63.33,41.04,18,0.89,0.76,0.23
12,9,7,8,3.25,12.78,12.38,2.6,0,0.5,0.5
7,20,10,6,1.83,40.55,29.17,10.54,0,0.5,0.5
21,3,7,125,1.7,31.53,23.58,8.5,0,0.51,0.46
23,23,2,794,1.67,10.08,8.65,1.7,0,0.58,0.4
20,12,11,5,2,35.65,11.8,5.16,0,0.2,0.8
2,15,15,444,1.73,62.78,76.73,19.24,0.91,0.76,0.23
2,2,1,2174,1.66,11.72,9.06,2.11,0,0.57,0.42
5,12,7,103,1.64,44.73,32.98,10.65,0.02,0.67,0.32
10,28,3,880,1.63,15.19,12.54,3.49,0,0.49,0.51
23,5,2,9343,1.76,11.56,10.29,1.97,0,0.66,0.33
28,23,22,70,1.73,28.88,22.86,7.33,0,0.77,0.23
21,5,11,9907,1.81,48.63,41.65,10.35,0,0.77,0.23
15,2,19,1157,1.69,60.36,47.52,18.61,0.38,0.73,0.27
23,15,15,286,1.74,63.58,77.84,19.46,0.99,0.69,0.31
18,6,22,5,2.4,64.59,39.8,16.5,0,0.6,0.4
18,15,7,583,1.76,65.15,47.94,20.12,0.99,0.76,0.23
29,10,12,8,2.25,53.31,36.63,14.83,0,0.88,0.13
7,23,12,9,1.67,48.41,39.78,9.91,0.22,0.78,0.22
5,5,5,31251,1.6,9.05,6.28,1.5,0,0.53,0.46
28,9,18,13,1.46,39.6,34.54,8.26,0,0.62,0.38
2,21,10,589,1.8,55.17,34.23,13.82,0,0.81,0.19
21,23,13,370,1.75,54.62,43.09,12.68,0,0.84,0.16
7,3,22,86,1.81,21.56,17.72,5.73,0,0.31,0.66
21,12,20,103,1.72,47.12,27.53,12.75,0,0.56,0.42
28,3,18,66,1.82,20.37,19.02,4.27,0,0.39,0.61
21,21,16,220,1.63,33.07,22.23,7.21,0.01,0.48,0.47
17,17,21,6,1.17,48.78,10.5,7.59,0,0.83,0.17
5,1,15,33,2.18,60.67,53.91,15.09,0.06,0.61,0.39
7,12,10,4,3,28.63,29,11.61,0,0.25,0.75
3,1,23,4,1,44.3,18.25,9.59,0,0.25,0.5
10,15,1,14,1.5,53.39,80.07,16.98,0.43,0.21,0.79
23,28,13,63,1.78,32.35,31,7.72,0,0.78,0.21
22,15,16,1,1,80.15,62,23.6,0,1,0
3,10,15,34,1.56,27.72,26.27,6.19,0.09,0.5,0.47
28,20,11,124,1.69,15.77,12.8,3.67,0,0.5,0.49
2,7,23,415,1.66,36.29,30.29,9.36,0,0.65,0.34
21,3,12,488,1.9,29.07,21.1,7.96,0,0.41,0.58
10,12,11,63,1.65,33.54,40.76,9.14,0.02,0.52,0.44
10,5,6,26422,1.52,12.61,10.79,2.59,0,0.69,0.31
28,28,13,948,1.68,8.91,11.03,1.35,0,0.38,0.61
23,10,22,4224,1.7,25.88,25.03,5.57,0,0.83,0.17
5,20,5,878,1.72,32.87,23.36,10.07,0,0.41,0.58
1,14,6,1,1,12.3,8,1.99,0,0,1
21,5,14,8450,1.81,47.71,41.08,247.01,0,0.71,0.28
5,12,11,127,1.71,47.62,38.49,11.35,0.01,0.61,0.39
15,23,23,346,1.69,66.43,40.63,20.39,0.93,0.78,0.22
1,1,19,13,1,23.17,8.38,4.85,0,0.62,0.38
18,10,6,4973,1.54,10.87,9.52,2.02,0,0.62,0.38
20,18,21,83,1.72,22.3,32.05,5.67,0,0.67,0.33
15,20,13,181,1.78,63.77,53.39,20.36,0.45,0.48,0.51
20,18,0,77,1.52,21.15,13.82,5.51,0,0.56,0.43
7,18,8,110,1.52,26.35,37.35,5.36,0.01,0.58,0.42
15,17,17,24,1.75,57.7,36.63,13.75,0,0.42,0.58
5,29,13,50,1.64,73.18,56.76,17.61,0.12,0.56,0.42
5,22,4,25,1.72,58.45,28.52,14.85,0,0.48,0.48
5,22,1,67,1.7,59.85,30.49,15.08,0,0.73,0.25
2,3,10,77,1.82,42.46,33.27,11.97,0,0.55,0.44
5,12,19,275,1.65,44.49,37.7,10.87,0.02,0.64,0.35
29,29,19,9,3.22,14.85,13.78,2.62,0,0.44,0.56
20,2,0,5,1.4,43.55,30.8,11.87,0,1,0
2,5,20,14404,1.72,17.04,14.86,3.48,0,0.7,0.3
18,12,22,67,1.66,47.3,33.97,12.58,0,0.64,0.36
7,5,19,91,2.03,30.79,21.93,5.19,0.18,0.64,0.35
2,7,0,398,1.68,34.43,28.11,9.19,0,0.57,0.43
2,2,13,3709,1.75,10.61,10.93,1.69,0,0.43,0.57
15,10,4,93,1.55,53.83,50.57,16.56,0.38,0.61,0.37
3,3,2,167,1.62,13.27,8.23,3.33,0.01,0.37,0.62
15,4,18,6,1.17,74.61,47,21.8,0,0.5,0.5
9,12,15,8,1.13,22.88,21.75,5.21,0,0.5,0.5
15,25,15,34,1.62,72.33,48.26,17.8,0,0.5,0.5
15,17,13,38,2.05,40.6,28.1,11.16,0,0.47,0.5
3,9,0,52,1.9,18.49,12.12,4.55,0,0.35,0.65
20,5,14,67,1.4,33.79,28.81,8.8,0,0.61,0.39
9,23,2,7,1.43,30.55,25.86,7.02,0,0.86,0.14
3,3,18,92,1.71,15.11,12.42,3.36,0.03,0.38,0.6
10,1,1,44,1.68,40.71,23.82,12.76,0,0.59,0.41
2,12,3,78,1.51,24.81,17.51,6.71,0,0.37,0.62
18,3,12,183,1.72,35.63,26.6,9.31,0.02,0.51,0.49
20,20,16,87,1.76,12.48,11.75,2.1,0,0.32,0.68
7,2,18,17,2.29,32.51,29.76,7.51,0.06,0.47,0.53
18,28,12,2780,1.68,12.93,12.13,2.52,0,0.57,0.43
21,7,9,473,1.79,16.12,13.72,3.99,0,0.44,0.56
5,3,14,642,1.73,44.92,46.66,11.17,0.03,0.46,0.52
10,11,1,2,1,78.72,38.5,15.35,0,0,0.5
2,20,4,44,1.95,44.34,26.14,13.69,0,0.52,0.43
22,22,1,5,1.2,12.5,10.2,2.87,0,0,1
10,8,17,8,1.13,70.31,56.13,16.32,0,0.63,0.38
10,9,12,504,1.7,24.12,20.39,5.25,0,0.55,0.44
28,21,3,38,1.66,46.42,21.87,11.08,0,0.53,0.47
15,7,5,158,1.48,40,24.48,12.7,0.01,0.43,0.56
15,2,14,1050,1.72,61.94,61.06,18.97,0.47,0.66,0.34
15,13,11,39,1.56,16.82,11.87,4.67,0,0.1,0.82
9,28,14,15,1.2,36.37,25.27,7.36,0.13,0.73,0.27
10,15,10,459,1.76,63.49,38.16,18.28,0.9,0.72,0.28
21,20,22,398,1.75,42.16,26.78,10.77,0,0.56,0.43
21,15,16,300,1.85,42.63,43.19,12.04,0.01,0.6,0.4
5,5,23,172158,1.75,11.18,10.5,3.47,0,0.62,0.37
15,15,15,461,1.61,17.17,17.78,6.86,0.09,0.28,0.64
21,21,11,169,1.47,20.58,16.51,5.08,0,0.37,0.59
23,3,21,198,1.7,48.3,35.23,12.68,0.01,0.76,0.24
10,23,17,1146,1.71,29.31,31.99,5.85,0,0.73,0.27
5,21,1,122,1.72,50.25,41.08,12.98,0,0.56,0.43
28,7,2,23,1.91,32.26,21.43,7.82,0,0.52,0.48
10,6,7,1,1,47.76,19,12.08,0,1,0
21,18,2,79,1.88,40.58,21.33,9.92,0,0.78,0.22
15,1,9,45,1.6,49.93,29.16,15.06,0,0.29,0.67
29,3,23,5,2.2,23.13,16,6.44,0,0.4,0.6
28,5,9,796,1.66,25.15,27.93,5.56,0,0.75,0.25
2,5,14,13680,1.79,19.87,22.92,3.88,0,0.56,0.43
15,7,18,339,1.78,42.81,40.24,12.63,0.01,0.45,0.55
21,7,20,608,1.72,17.55,12.95,4.11,0,0.5,0.5
12,23,6,3,1,23.93,12.33,5.33,0,0.67,0.33
10,2,0,2519,1.74,20.41,15.97,4.8,0,0.7,0.3
9,2,18,118,1.6,38.37,33.71,8.97,0.02,0.82,0.17
23,23,18,3399,1.69,11.15,9.17,1.6,0,0.66,0.34
15,8,0,39,1.9,45.16,20.38,13.42,0.03,0.49,0.49
28,23,8,101,1.9,29.79,26.87,7.28,0,0.83,0.17
21,21,10,172,1.51,24.54,18.26,6.05,0,0.38,0.56
12,12,15,39,1.15,20.99,14.59,4.36,0.03,0.46,0.46
9,21,22,30,2.3,13.37,54.13,2.99,0,0.57,0.43
20,18,13,70,1.7,21.54,16.26,5.27,0,0.62,0.37
13,10,18,15,1.2,65.26,37.07,15.23,0.93,0.73,0.27
18,20,3,545,1.74,24.71,16.87,7.03,0,0.56,0.43
5,12,9,120,1.86,50.49,38.27,11.7,0.01,0.64,0.36
3,22,16,2,2.5,76.2,34.5,21.3,0,0,1
10,21,7,2046,1.71,37.39,20.65,8.72,0,0.8,0.2
15,3,4,81,1.48,33.05,18.46,10.42,0,0.3,0.68
21,7,15,509,1.67,17.45,17.06,3.85,0,0.44,0.55
23,1,2,10,1.2,75.6,38.2,17.12,0,0.5,0.5
22,3,9,2,1,17.07,13.5,3.2,0,1,0
18,15,9,544,1.75,64.5,44.72,19.87,0.98,0.69,0.3
15,20,15,196,1.89,65.38,63.13,20.47,0.4,0.4,0.58
2,21,14,1102,1.67,59.54,45.19,14.01,0,0.88,0.12
2,5,16,10429,1.81,21.25,25.23,3.95,0,0.53,0.47
10,18,13,14841,1.68,11.86,12.52,1.81,0,0.56,0.44
18,28,2,1801,1.71,14.45,10.79,3.21,0,0.57,0.42
3,20,22,50,1.72,14.82,11.94,3.22,0.02,0.36,0.64
2,26,4,1,1,79.8,28,16.38,0,1,0
23,1,13,2,2,80.83,35.5,16.75,0,0.5,0.5
28,18,17,1480,1.72,13.24,11.33,2.24,0,0.58,0.42
10,23,0,628,1.77,24.51,24.69,5.47,0,0.71,0.29
5,29,6,41,1.71,61.63,39.63,16.53,0.1,0.46,0.51
15,2,23,1321,1.8,58.74,35.93,19.02,0.39,0.72,0.28
18,26,23,8,2,90.76,38.63,17.13,0,0.88,0.13
2,9,17,265,1.59,30.04,31.52,6.4,0,0.56,0.43
5,23,11,15999,1.69,13.5,14.91,2.16,0,0.65,0.34
5,25,22,98,1.8,51.84,38.66,15.78,0,0.46,0.54
28,5,22,750,1.71,25.26,23.76,6,0,0.67,0.33
3,23,23,8,1.25,47.15,37.88,10.8,0.38,0.63,0.38
3,3,16,120,1.53,14,11.88,3.21,0.03,0.32,0.63
28,2,0,43,1.44,37.83,29.44,10.4,0,0.7,0.28
